NAME                                                                          VERSION                                              TYPE         
npm-package-arg                                                               8.1.5                                                npm           
npm-packlist                                                                  1.4.8                                                npm           
npm-packlist                                                                  3.0.0                                                npm           
npm-pick-manifest                                                             3.0.2                                                npm           
npm-pick-manifest                                                             6.1.1                                                npm           
npm-profile                                                                   4.0.4                                                npm           
npm-profile                                                                   5.0.4                                                npm           
npm-registry-fetch                                                            11.0.0                                               npm           
npm-registry-fetch                                                            4.0.7                                                npm           
npm-run-path                                                                  2.0.2                                                npm           
npm-user-validate                                                             1.0.1                                                npm           
npmlog                                                                        4.1.2                                                npm           
npmlog                                                                        5.0.1                                                npm           
number-is-nan                                                                 1.0.1                                                npm           
oauth-sign                                                                    0.9.0                                                npm           
oauthlib                                                                      3.2.0                                                python        
object-assign                                                                 4.1.1                                                npm           
object-keys                                                                   1.0.12                                               npm           
object.getownpropertydescriptors                                              2.0.3                                                npm           
once                                                                          1.4.0                                                npm           
opener                                                                        1.5.2                                                npm           
openssh-client                                                                1:8.9p1-3ubuntu0.1                                   deb           
openssl                                                                       3.0.2-0ubuntu1.7                                     deb           
os-homedir                                                                    1.0.2                                                npm           
os-tmpdir                                                                     1.0.2                                                npm           
osenv                                                                         0.1.5                                                npm           
p-finally                                                                     1.0.0                                                npm           
p-limit                                                                       2.2.0                                                npm           
p-limit                                                                       2.3.0                                                npm           
p-locate                                                                      3.0.0                                                npm           
p-map                                                                         4.0.0                                                npm           
p-try                                                                         2.2.0                                                npm           
package-json                                                                  4.0.1                                                npm           
packagekit                                                                    1.2.5-2ubuntu2                                       deb           
packaging                                                                     23.0                                                 python        
pacote                                                                        12.0.2                                               npm           
pacote                                                                        9.5.12                                               npm           
parallel-transform                                                            1.1.0                                                npm           
parse-conflict-json                                                           1.1.1                                                npm           
passwd                                                                        1:4.8.1-2ubuntu2.1                                   deb           
patch                                                                         2.7.6-7build2                                        deb           
path-exists                                                                   3.0.0                                                npm           
path-is-absolute                                                              1.0.1                                                npm           
path-is-inside                                                                1.0.2                                                npm           
path-key                                                                      2.0.1                                                npm           
path-parse                                                                    1.0.7                                                npm           
performance-now                                                               2.1.0                                                npm           
perl                                                                          5.34.0-3ubuntu1.1                                    deb           
perl-base                                                                     5.34.0-3ubuntu1.1                                    deb           
perl-modules-5.34                                                             5.34.0-3ubuntu1.1                                    deb           
pexpect                                                                       4.8.0                                                python        
pify                                                                          3.0.0                                                npm           
pinentry-curses                                                               1.1.1-1build2                                        deb           
pip                                                                           22.0.2                                               python        
pip                                                                           22.3.1                                               python        
pipx                                                                          1.1.0                                                python        
pkexec                                                                        0.105-33                                             deb           
pkginfo                                                                       1.9.6                                                python        
platformdirs                                                                  2.6.2                                                python        
podman                                                                        3.4.4+ds1-1ubuntu1                                   deb           
poetry                                                                        1.3.2                                                python        
poetry-core                                                                   1.4.0                                                python        
poetry-plugin-export                                                          1.2.0                                                python        
policykit-1                                                                   0.105-33                                             deb           
polkitd                                                                       0.105-33                                             deb           
prepend-http                                                                  1.0.4                                                npm           
proc-log                                                                      1.0.0                                                npm           
process-nextick-args                                                          2.0.0                                                npm           
procps                                                                        2:3.3.17-6ubuntu2                                    deb           
promise-all-reject-late                                                       1.0.1                                                npm           
promise-call-limit                                                            1.0.1                                                npm           
promise-inflight                                                              1.0.1                                                npm           
promise-retry                                                                 1.1.1                                                npm           
promise-retry                                                                 2.0.1                                                npm           
promzard                                                                      0.3.0                                                npm           
proto-list                                                                    1.2.4                                                npm           
protoduck                                                                     5.0.1                                                npm           
prr                                                                           1.0.1                                                npm           
pseudomap                                                                     1.0.2                                                npm           
psl                                                                           1.1.29                                               npm           
ptyprocess                                                                    0.7.0                                                python        
pump                                                                          2.0.1                                                npm           
pump                                                                          3.0.0                                                npm           
pumpify                                                                       1.5.1                                                npm           
punycode                                                                      1.4.1                                                npm           
punycode                                                                      2.1.1                                                npm           
pycparser                                                                     2.21                                                 python        
pyparsing                                                                     2.4.7                                                python        
pyrsistent                                                                    0.19.3                                               python        
python-apt                                                                    2.3.0+ubuntu2.1                                      python        
python-apt-common                                                             2.3.0ubuntu2.1                                       deb           
python3                                                                       3.10.6-1~22.04                                       deb           
python3-apt                                                                   2.3.0ubuntu2.1                                       deb           
python3-blinker                                                               1.4+dfsg1-0.4                                        deb           
python3-cffi-backend                                                          1.15.0-1build2                                       deb           
python3-cryptography                                                          3.4.8-1ubuntu2                                       deb           
python3-dbus                                                                  1.2.18-3build1                                       deb           
python3-distro                                                                1.7.0-1                                              deb           
python3-distutils                                                             3.10.6-1~22.04                                       deb           
python3-gi                                                                    3.42.1-0ubuntu1                                      deb           
python3-httplib2                                                              0.20.2-2                                             deb           
python3-importlib-metadata                                                    4.6.4-1                                              deb           
python3-jeepney                                                               0.7.1-3                                              deb           
python3-jwt                                                                   2.3.0-1ubuntu0.2                                     deb           
python3-keyring                                                               23.5.0-1                                             deb           
python3-launchpadlib                                                          1.10.16-1                                            deb           
python3-lazr.restfulclient                                                    0.14.4-1                                             deb           
python3-lazr.uri                                                              1.0.6-2                                              deb           
python3-lib2to3                                                               3.10.6-1~22.04                                       deb           
python3-minimal                                                               3.10.6-1~22.04                                       deb           
python3-more-itertools                                                        8.10.0-2                                             deb           
python3-oauthlib                                                              3.2.0-1ubuntu0.1                                     deb           
python3-pip                                                                   22.0.2+dfsg-1                                        deb           
python3-pkg-resources                                                         59.6.0-1.2                                           deb           
python3-pyparsing                                                             2.4.7-1                                              deb           
python3-secretstorage                                                         3.3.1-1                                              deb           
python3-setuptools                                                            59.6.0-1.2                                           deb           
python3-six                                                                   1.16.0-3ubuntu1                                      deb           
python3-software-properties                                                   0.99.22.4                                            deb           
python3-wadllib                                                               1.3.6-1                                              deb           
python3-wheel                                                                 0.37.1-2                                             deb           
python3-zipp                                                                  1.0.0-3                                              deb           
python3.10                                                                    3.10.6-1~22.04.2                                     deb           
python3.10-minimal                                                            3.10.6-1~22.04.2                                     deb           
qrcode-terminal                                                               0.12.0                                               npm           
qs                                                                            6.5.2                                                npm           
query-string                                                                  6.8.2                                                npm           
qw                                                                            1.0.1                                                npm           
rapidfuzz                                                                     2.13.7                                               python        
rc                                                                            1.2.8                                                npm           
read                                                                          1.0.7                                                npm           
read-cmd-shim                                                                 1.0.5                                                npm           
read-cmd-shim                                                                 2.0.0                                                npm           
read-installed                                                                4.0.3                                                npm           
read-package-json                                                             2.1.1                                                npm           
read-package-json                                                             4.1.1                                                npm           
read-package-json-fast                                                        2.0.3                                                npm           
read-package-tree                                                             5.3.1                                                npm           
readable-stream                                                               1.1.14                                               npm           
readable-stream                                                               2.3.6                                                npm           
readable-stream                                                               3.6.0                                                npm           
readdir-scoped-modules                                                        1.1.0                                                npm           
readline-common                                                               8.1.2-1                                              deb           
registry-auth-token                                                           3.4.0                                                npm           
registry-url                                                                  3.1.0                                                npm           
request                                                                       2.88.0                                               npm           
requests                                                                      2.28.2                                               python        
requests-toolbelt                                                             0.10.1                                               python        
require-directory                                                             2.1.1                                                npm           
require-main-filename                                                         2.0.0                                                npm           
resolve                                                                       1.10.0                                               npm           
resolve-from                                                                  4.0.0                                                npm           
retry                                                                         0.10.1                                               npm           
retry                                                                         0.12.0                                               npm           
rimraf                                                                        2.7.1                                                npm           
rimraf                                                                        3.0.2                                                npm           
rpcsvc-proto                                                                  1.4.2-0ubuntu6                                       deb           
rsync                                                                         3.2.3-8ubuntu3.1                                     deb           
run-queue                                                                     1.0.3                                                npm           
safe-buffer                                                                   5.1.2                                                npm           
safe-buffer                                                                   5.2.0                                                npm           
safe-buffer                                                                   5.2.1                                                npm           
safer-buffer                                                                  2.1.2                                                npm           
sed                                                                           4.8-1ubuntu2                                         deb           
semver                                                                        5.7.1                                                npm           
semver                                                                        7.3.5                                                npm           
semver-diff                                                                   2.1.0                                                npm           
sensible-utils                                                                0.0.17                                               deb           
session-migration                                                             0.3.6                                                deb           
set-blocking                                                                  2.0.0                                                npm           
setuptools                                                                    59.6.0                                               python        
setuptools                                                                    65.6.3                                               python        
sha                                                                           3.0.0                                                npm           
shebang-command                                                               1.2.0                                                npm           
shebang-regex                                                                 1.0.0                                                npm           
shellingham                                                                   1.5.0.post1                                          python        
signal-exit                                                                   3.0.2                                                npm           
signal-exit                                                                   3.0.3                                                npm           
sigs.k8s.io/structured-merge-diff/v4                                          v4.1.2                                               go-module     
sigs.k8s.io/yaml                                                              v1.2.0                                               go-module     
six                                                                           1.16.0                                               python        
skopeo                                                                        1.4.1+ds1-1                                          deb           
slide                                                                         1.1.6                                                npm           
smart-buffer                                                                  4.1.0                                                npm           
smart-buffer                                                                  4.2.0                                                npm           
socks                                                                         2.3.3                                                npm           
socks                                                                         2.6.1                                                npm           
socks-proxy-agent                                                             4.0.2                                                npm           
socks-proxy-agent                                                             5.0.1                                                npm           
socks-proxy-agent                                                             6.1.0                                                npm           
software-properties-common                                                    0.99.22.4                                            deb           
sorted-object                                                                 2.0.1                                                npm           
sorted-union-stream                                                           2.1.3                                                npm           
spdx-correct                                                                  3.0.0                                                npm           
spdx-correct                                                                  3.1.1                                                npm           
spdx-exceptions                                                               2.1.0                                                npm           
spdx-exceptions                                                               2.3.0                                                npm           
spdx-expression-parse                                                         3.0.0                                                npm           
spdx-expression-parse                                                         3.0.1                                                npm           
spdx-license-ids                                                              3.0.10                                               npm           
spdx-license-ids                                                              3.0.5                                                npm           
split-on-first                                                                1.1.0                                                npm           
sshpk                                                                         1.14.2                                               npm           
ssri                                                                          6.0.2                                                npm           
ssri                                                                          8.0.1                                                npm           
stream-each                                                                   1.2.2                                                npm           
stream-iterate                                                                1.2.0                                                npm           
stream-shift                                                                  1.0.0                                                npm           
strict-uri-encode                                                             2.0.0                                                npm           
string-width                                                                  1.0.2                                                npm           
string-width                                                                  2.1.1                                                npm           
string-width                                                                  3.1.0                                                npm           
string-width                                                                  4.2.2                                                npm           
string-width                                                                  4.2.3                                                npm           
string_decoder                                                                0.10.31                                              npm           
string_decoder                                                                1.1.1                                                npm           
string_decoder                                                                1.3.0                                                npm           
stringify-package                                                             1.0.1                                                npm           
strip-ansi                                                                    3.0.1                                                npm           
strip-ansi                                                                    4.0.0                                                npm           
strip-ansi                                                                    5.2.0                                                npm           
strip-ansi                                                                    6.0.0                                                npm           
strip-ansi                                                                    6.0.1                                                npm           
strip-eof                                                                     1.0.0                                                npm           
strip-json-comments                                                           2.0.1                                                npm           
sudo                                                                          1.9.9-1ubuntu2.1                                     deb           
supports-color                                                                5.4.0                                                npm           
supports-color                                                                7.2.0                                                npm           
systemd                                                                       249.11-0ubuntu3.6                                    deb           
systemd-sysv                                                                  249.11-0ubuntu3.6                                    deb           
sysvinit-utils                                                                3.01-1ubuntu1                                        deb           
tar                                                                           1.34+dfsg-1build3                                    deb           
tar                                                                           4.4.19                                               npm           
tar                                                                           6.1.11                                               npm           
term-size                                                                     1.2.0                                                npm           
text-table                                                                    0.2.0                                                npm           
through                                                                       2.3.8                                                npm           
through2                                                                      2.0.3                                                npm           
timed-out                                                                     4.0.1                                                npm           
tiny-relative-date                                                            1.3.0                                                npm           
tomli                                                                         2.0.1                                                python        
tomlkit                                                                       0.11.6                                               python        
tough-cookie                                                                  2.4.3                                                npm           
treeverse                                                                     1.0.4                                                npm           
trove-classifiers                                                             2023.1.12                                            python        
tunnel-agent                                                                  0.6.0                                                npm           
tweetnacl                                                                     0.14.5                                               npm           
typedarray                                                                    0.0.6                                                npm           
typedarray-to-buffer                                                          3.1.5                                                npm           
ubuntu-keyring                                                                2021.03.26                                           deb           
uid-number                                                                    0.0.6                                                npm           
uidmap                                                                        1:4.8.1-2ubuntu2.1                                   deb           
umask                                                                         1.1.0                                                npm           
unique-filename                                                               1.1.1                                                npm           
unique-slug                                                                   2.0.0                                                npm           
unique-slug                                                                   2.0.2                                                npm           
unique-string                                                                 1.0.0                                                npm           
unpipe                                                                        1.0.0                                                npm           
unzip                                                                         6.0-26ubuntu3.1                                      deb           
unzip-response                                                                2.0.1                                                npm           
update-notifier                                                               2.5.0                                                npm           
uri-js                                                                        4.4.0                                                npm           
url-parse-lax                                                                 1.0.0                                                npm           
urllib3                                                                       1.26.14                                              python        
userpath                                                                      1.8.0                                                python        
usrmerge                                                                      25ubuntu2                                            deb           
util-deprecate                                                                1.0.2                                                npm           
util-extend                                                                   1.0.3                                                npm           
util-linux                                                                    2.37.2-4ubuntu3                                      deb           
util-promisify                                                                2.1.0                                                npm           
uuid                                                                          3.3.3                                                npm           
validate-npm-package-license                                                  3.0.4                                                npm           
validate-npm-package-name                                                     3.0.0                                                npm           
verror                                                                        1.10.0                                               npm           
virtualenv                                                                    20.17.1                                              python        
wadllib                                                                       1.3.6                                                python        
walk-up-path                                                                  1.0.0                                                npm           
wcwidth                                                                       1.0.1                                                npm           
webencodings                                                                  0.5.1                                                python        
wget                                                                          1.21.2-2ubuntu1                                      deb           
wheel                                                                         0.37.1                                               python        
wheel                                                                         0.38.4                                               python        
which                                                                         1.3.1                                                npm           
which                                                                         2.0.2                                                npm           
which-module                                                                  2.0.0                                                npm           
wide-align                                                                    1.1.2                                                npm           
wide-align                                                                    1.1.3                                                npm           
widest-line                                                                   2.0.1                                                npm           
worker-farm                                                                   1.7.0                                                npm           
wrap-ansi                                                                     5.1.0                                                npm           
wrappy                                                                        1.0.2                                                npm           
write-file-atomic                                                             2.4.3                                                npm           
write-file-atomic                                                             3.0.3                                                npm           
xdg-basedir                                                                   3.0.0                                                npm           
xtend                                                                         4.0.1                                                npm           
xz-utils                                                                      5.2.5-2ubuntu1                                       deb           
y18n                                                                          4.0.1                                                npm           
yallist                                                                       2.1.2                                                npm           
yallist                                                                       3.0.3                                                npm           
yallist                                                                       3.1.1                                                npm           
yallist                                                                       4.0.0                                                npm           
yargs                                                                         14.2.3                                               npm           
yargs-parser                                                                  15.0.1                                               npm           
zip                                                                           3.0-12build2                                         deb           
zipp                                                                          1.0.0                                                python        
zipp                                                                          3.11.0                                               python        
zlib1g                                                                        1:1.2.11.dfsg-2ubuntu9.2                             deb           
zlib1g-dev                                                                    1:1.2.11.dfsg-2ubuntu9.2                             deb           
zsh                                                                           5.8.1-1                                              deb           
